SKU,Name,Length,Width,Height,Weight,URL
00330982,"HJÄLPADrawer without front, white,80x55 cm",81.0,55.0,5.0,4.23,https://www.ikea.com/nl/en/p/00330982/
00329790,"PINNIGRack with 3 hooks, black",82.0,13.0,5.0,1.88,https://www.ikea.com/nl/en/p/00329790/
00330944,"PLATSAFrame, white,80x40x120 cm",125.0,41.0,9.0,14.2,https://www.ikea.com/nl/en/p/00330944/
00331062,"FONNESDoor, white,60x40 cm",69.0,40.0,2.0,3.25,https://www.ikea.com/nl/en/p/00331062/
00331161,"HJÄLPAShelf, white,60x40 cm",59.0,40.0,2.0,1.58,https://www.ikea.com/nl/en/p/00331161/
00331057,"FONNESDoor, white,40x180 cm",189.0,40.0,2.0,9.18,https://www.ikea.com/nl/en/p/00331057/
00331199,"LÄTTHETSuspension rail,80 cm",87.0,5.0,3.0,0.76,https://www.ikea.com/nl/en/p/00331199/
00331849,"ASKERSUNDCover panel, light ash effect,62x80 cm",89.0,62.0,2.0,4.6,https://www.ikea.com/nl/en/p/00331849/
00331868,"ASKERSUNDDrawer front, light ash effect,40x20 cm",49.0,20.0,2.0,0.95,https://www.ikea.com/nl/en/p/00331868/
00331873,"ASKERSUNDDrawer front, light ash effect,60x40 cm",69.0,40.0,2.0,2.85,https://www.ikea.com/nl/en/p/00331873/
00333947,"EKETCabinet with 2 drawers, white,70x35x35 cm",89.0,41.0,11.0,14.51,https://www.ikea.com/nl/en/p/00333947/
00334918,"KUNGSFORSContainer, stainless steel,12.0x26.5 cm",25.0,14.0,13.0,0.45,https://www.ikea.com/nl/en/p/00334918/
00335201,"KARLBYWorktop, walnut/veneer,246x3.8 cm",253.0,65.0,5.0,38.88,https://www.ikea.com/nl/en/p/00335201/
00335852,"LOMVIKENFrame, black,32x32 cm",34.0,34.0,2.0,0.53,https://www.ikea.com/nl/en/p/00335852/
00336432,"GUBBARPHandle, white,116 mm",13.0,6.0,2.0,0.05,https://www.ikea.com/nl/en/p/00336432/
00334923,"KUNGSFORSMagnetic clip, stainless steel",9.0,8.0,1.0,0.08,https://www.ikea.com/nl/en/p/00334923/
00337163,"NATTJASMINDuvet cover and 2 pillowcases, white,200x200/60x70 cm",28.0,19.0,8.0,1.33,https://www.ikea.com/nl/en/p/00337163/
00334536,"EKETCabinet with 4 compartments, dark grey,70x35x70 cm",76.0,36.0,12.0,11.52,https://www.ikea.com/nl/en/p/00334536/
00334305,"BILLSBROHandle, white,1880 mm",198.0,6.0,2.0,0.46,https://www.ikea.com/nl/en/p/00334305/
00338407,"BAGGANÄSHandle, brass-colour,143 mm",25.0,10.0,2.0,0.22,https://www.ikea.com/nl/en/p/00338407/
00336267,"NYMÅNECeiling spotlight with 3 spots, white",28.0,26.0,11.0,1.48,https://www.ikea.com/nl/en/p/00336267/
00338412,"BAGGANÄSKnob, brass-colour,21 mm",14.0,10.0,2.0,0.08,https://www.ikea.com/nl/en/p/00338412/
00340047,"EKETSuspension rail,35 cm",33.0,9.0,3.0,0.32,https://www.ikea.com/nl/en/p/00340047/
00339794,"VILJESTARKVase, clear glass,8 cm",8.0,12.0,12.0,0.25,https://www.ikea.com/nl/en/p/00339794/
00338577,"VILJESTARKVase, clear glass,17 cm",17.0,10.0,10.0,0.28,https://www.ikea.com/nl/en/p/00338577/
00339713,"NORRSJÖNColander, stainless steel",42.0,20.0,10.0,0.83,https://www.ikea.com/nl/en/p/00339713/
00342876,"IHÅLLIGPlace mat, natural/seagrass,37 cm",1.0,38.0,38.0,0.2,https://www.ikea.com/nl/en/p/00342876/
00342975,"KARAFFCarafe, clear glass,1.0 l",20.0,11.0,11.0,0.45,https://www.ikea.com/nl/en/p/00342975/
00342796,"ULLVIDEPillowcase, white,60x70 cm",17.0,12.0,2.0,0.14,https://www.ikea.com/nl/en/p/00342796/
00343003,MOPSIG16-piece cutlery set,21.0,5.0,4.0,0.5,https://www.ikea.com/nl/en/p/00343003/
00343282,"SJÄLSLIGTDecoration set of 3, green",27.0,19.0,10.0,1.15,https://www.ikea.com/nl/en/p/00343282/
00344451,"VILTOTowel stand, birch",152.0,13.0,3.0,2.84,https://www.ikea.com/nl/en/p/00344451/
00344743,"FLISBERGETDoor, light beige,50x195 cm",203.0,50.0,3.0,7.24,https://www.ikea.com/nl/en/p/00344743/
00345484,"SÄLJANCustom made worktop, aluminium effect/laminate,30-45x3.8 cm",120.0,50.0,4.0,12.5,https://www.ikea.com/nl/en/p/00345484/
00347505,"ENERYDAKnob, black,35 mm",16.0,11.0,3.0,0.08,https://www.ikea.com/nl/en/p/00347505/
00347553,"KARLBYCustom made worktop, oak/veneer,63.6-125x3.8 cm",125.0,100.0,4.0,30.05,https://www.ikea.com/nl/en/p/00347553/
00347510,"ENERYDAKnob, chrome-plated,27 mm",14.0,10.0,3.0,0.06,https://www.ikea.com/nl/en/p/00347510/
00351248,"BESTÅDrawer frame, black-brown,60x25x40 cm",59.0,34.0,4.0,4.08,https://www.ikea.com/nl/en/p/00351248/
00349444,"TINGBYSide table on castors, grey,50x50 cm",63.0,51.0,8.0,4.95,https://www.ikea.com/nl/en/p/00349444/
00349849,"NORDLIBed frame with storage, white,160x200 cm",207.0,78.0,11.0,123.48,https://www.ikea.com/nl/en/p/00349849/
00356057,"LERHYTTANDoor, black stained,40x80 cm",90.0,42.0,2.0,2.8,https://www.ikea.com/nl/en/p/00356057/
00356062,"LERHYTTANDoor, black stained,60x200 cm",210.0,62.0,2.0,9.9,https://www.ikea.com/nl/en/p/00356062/
00356076,"LERHYTTANFront for dishwasher, black stained,45x80 cm",90.0,47.0,2.0,3.09,https://www.ikea.com/nl/en/p/00356076/
00357226,"DVALAFitted sheet, white,90x200 cm",28.0,15.0,5.0,0.52,https://www.ikea.com/nl/en/p/00357226/
00356081,"LERHYTTANGlass door, black stained,40x40 cm",50.0,42.0,2.0,1.72,https://www.ikea.com/nl/en/p/00356081/
00358966,"TORNVIKENBox, grey,16x34x15 cm",34.0,18.0,5.0,1.8,https://www.ikea.com/nl/en/p/00358966/
00358971,"TORNVIKENBox, off-white,16x34x15 cm",34.0,18.0,5.0,1.8,https://www.ikea.com/nl/en/p/00358971/
00359206,"IKEA 365+Food container, square/glass,600 ml",15.0,15.0,6.0,0.49,https://www.ikea.com/nl/en/p/00359206/
00361087,"SELSVIKENDoor/drawer front, high-gloss light grey,60x38 cm",68.0,41.0,2.0,2.55,https://www.ikea.com/nl/en/p/00361087/
00363171,"FABRIKÖRGlass-door cabinet, black-blue,81x113 cm",113.0,44.0,11.0,35.73,https://www.ikea.com/nl/en/p/00363171/
00368767,"MATTRADITIONForced air oven, IKEA 300 stainless steel",67.0,66.0,64.0,30.8,https://www.ikea.com/nl/en/p/00368767/
00360988,"IDÅSENUnderframe for table top, beige,146x67x76 cm",81.0,67.0,14.0,18.1,https://www.ikea.com/nl/en/p/00360988/
00360484,"UTÅKERStackable bed, pine,80x200 cm",201.0,24.0,10.0,31.56,https://www.ikea.com/nl/en/p/00360484/
00360587,"MUSKANStorage stool, white,50 cm",49.0,38.0,13.0,4.6,https://www.ikea.com/nl/en/p/00360587/
00372298,"PINNARPWorktop, ash/veneer,186x3.8 cm",193.0,65.0,5.0,27.6,https://www.ikea.com/nl/en/p/00372298/
00372302,"PINNARPWorktop, ash/veneer,246x3.8 cm",253.0,65.0,5.0,38.36,https://www.ikea.com/nl/en/p/00372302/
00372316,"SKOGSÅCustom made worktop, oak/veneer,30-45x3.8 cm",100.0,45.0,4.0,11.0,https://www.ikea.com/nl/en/p/00372316/
00377210,"NYMÖLamp shade, black/brass-colour,44 cm",45.0,45.0,7.0,1.05,https://www.ikea.com/nl/en/p/00377210/
00377408,"PINNARPCustom made worktop, walnut/veneer,45.1-63.5x3.8 cm",100.0,45.0,4.0,11.41,https://www.ikea.com/nl/en/p/00377408/
00380590,UTRUSTAConnecting rail for fronts,56.0,7.0,4.0,1.26,https://www.ikea.com/nl/en/p/00380590/
00381764,"VIKHAMMERBedside table, white,40x39 cm",59.0,40.0,10.0,11.84,https://www.ikea.com/nl/en/p/00381764/
00381599,"FUBBLALED wall lamp, white",22.0,16.0,11.0,0.69,https://www.ikea.com/nl/en/p/00381599/
00384729,KAFFEREPBiscuits with almonds,18.0,6.0,6.0,0.19,https://www.ikea.com/nl/en/p/00384729/
00385314,"SANDAREDPouffe, beige,45 cm",15.0,46.0,46.0,3.6,https://www.ikea.com/nl/en/p/00385314/
00385309,"SANDAREDPouffe, grey,56 cm",18.0,57.0,57.0,4.9,https://www.ikea.com/nl/en/p/00385309/
00382990,"SKOGSÅWorktop, oak/veneer,246x3.8 cm",253.0,65.0,5.0,38.3,https://www.ikea.com/nl/en/p/00382990/
00386375,"LÄTTHETSuspension rail,60 cm",66.0,5.0,3.0,0.61,https://www.ikea.com/nl/en/p/00386375/
00388261,"TROLLBERGETActive sit/stand support, Grann beige",60.0,49.0,16.0,10.81,https://www.ikea.com/nl/en/p/00388261/
00391715,"FRÖSÖNCover for back cushion, outdoor dark grey,62x44 cm",27.0,11.0,6.0,0.32,https://www.ikea.com/nl/en/p/00391715/
00365924,"NORDLIModular chest of 2 drawers, anthracite,40x45 cm",75.0,46.0,9.0,15.0,https://www.ikea.com/nl/en/p/00365924/
00391918,"ROCKÅNBath robe, white,S/M",37.0,26.0,10.0,1.03,https://www.ikea.com/nl/en/p/00391918/
00393371,"TORNVIKENKitchen island, off-white/oak,72x52 cm",90.0,55.0,13.0,41.45,https://www.ikea.com/nl/en/p/00393371/
00392041,"BRIMNESChest of 3 drawers, white/frosted glass,78x46x95 cm",99.0,47.0,12.0,44.0,https://www.ikea.com/nl/en/p/00392041/
00392461,"HEMNESChest of 2 drawers, grey stained,54x66 cm",66.0,47.0,11.0,13.8,https://www.ikea.com/nl/en/p/00392461/
00391937,"TÅSJÖNSlippers, grey,S/M",27.0,11.0,3.0,0.09,https://www.ikea.com/nl/en/p/00391937/
00394318,"POÄNGArmchair cushion, Knisa light beige",58.0,25.0,25.0,1.75,https://www.ikea.com/nl/en/p/00394318/
00394380,"LÄMPLIGChopping board,45x38 cm",45.0,38.0,3.0,2.22,https://www.ikea.com/nl/en/p/00394380/
00395351,NYTTIG FIL 650Charcoal filter,27.0,24.0,2.0,0.28,https://www.ikea.com/nl/en/p/00395351/
00395558,"SANNIDALDoor, white,60x180 cm",189.0,60.0,2.0,6.9,https://www.ikea.com/nl/en/p/00395558/
00395539,"SANNIDALDoor, white,60x120 cm",129.0,60.0,2.0,4.73,https://www.ikea.com/nl/en/p/00395539/
00395624,"NYPONPlant pot, in/outdoor grey,24 cm",24.0,26.0,26.0,1.09,https://www.ikea.com/nl/en/p/00395624/
00396242,"KNAPPERStanding mirror, white,48x160 cm",160.0,40.0,5.0,11.0,https://www.ikea.com/nl/en/p/00396242/
00396336,"STORSINTRed wine glass, clear glass,68 cl",30.0,24.0,20.0,1.74,https://www.ikea.com/nl/en/p/00396336/
00396987,"FRIDANSBlock-out roller blind, black,60x195 cm",78.0,8.0,5.0,1.04,https://www.ikea.com/nl/en/p/00396987/
00396416,"MILSBOGlass-door cabinet, white,73x175 cm",164.0,40.0,9.0,48.45,https://www.ikea.com/nl/en/p/00396416/
00396992,"FRIDANSBlock-out roller blind, black,80x195 cm",93.0,8.0,5.0,1.21,https://www.ikea.com/nl/en/p/00396992/
00397487,"VOXTORPDoor, high-gloss white,60x100 cm",109.0,60.0,3.0,9.25,https://www.ikea.com/nl/en/p/00397487/
00397307,"TRONESShoe cabinet/storage, white,52x18x39 cm",78.0,52.0,19.0,5.07,https://www.ikea.com/nl/en/p/00397307/
00396384,"STORSINTCarafe, clear glass,1.7 l",29.0,18.0,18.0,0.95,https://www.ikea.com/nl/en/p/00396384/
00397500,"VOXTORPDrawer front, high-gloss white,60x20 cm",69.0,20.0,3.0,1.76,https://www.ikea.com/nl/en/p/00397500/
00397816,"LERHYTTANDecorative plinth, light grey,220 cm",223.0,10.0,5.0,2.39,https://www.ikea.com/nl/en/p/00397816/
00392847,"KALLAXShelving unit, black-brown,42x112 cm",107.0,40.0,13.0,11.9,https://www.ikea.com/nl/en/p/00392847/
00401781,"KUNGSFORSShelf, bamboo,60 cm",63.0,32.0,3.0,3.18,https://www.ikea.com/nl/en/p/00401781/
00403233,"LERHYTTANCorner leg for decorative plinth, light grey,11 cm 2 pack",24.0,8.0,7.0,0.49,https://www.ikea.com/nl/en/p/00403233/
00402813,"DJUNGELSKOGSoft toy, brown bear",100.0,61.0,16.0,1.2,https://www.ikea.com/nl/en/p/00402813/
00404181,"SINARPPlinth, brown wood effect,220x8 cm",229.0,8.0,1.0,0.88,https://www.ikea.com/nl/en/p/00404181/
00404157,"SINARPDoor, brown,60x140 cm",150.0,62.0,2.0,11.05,https://www.ikea.com/nl/en/p/00404157/
00404204,"HAVSTACoffee table, white,100x75 cm",105.0,79.0,14.0,21.8,https://www.ikea.com/nl/en/p/00404204/
00401955,"NYTTIG FIL 500Charcoal filter,2 pack",6.0,20.0,20.0,0.35,https://www.ikea.com/nl/en/p/00401955/
00404162,"SINARPDoor, brown,60x80 cm",90.0,62.0,2.0,6.65,https://www.ikea.com/nl/en/p/00404162/
00404143,"SINARPCover panel, brown,39x86 cm",96.0,41.0,2.0,3.72,https://www.ikea.com/nl/en/p/00404143/
00402808,"DJUNGELSKOGSoft toy, orangutan",59.0,25.0,13.0,0.29,https://www.ikea.com/nl/en/p/00402808/
00404906,"LAUTERSTable lamp, brown ash/white",27.0,25.0,12.0,1.03,https://www.ikea.com/nl/en/p/00404906/
00404893,"NÄVLINGECeiling spotlight with 3 spots, white",23.0,23.0,10.0,0.81,https://www.ikea.com/nl/en/p/00404893/
00407556,"RÅGKORNPlant pot, in/outdoor dark grey/beige,24 cm",32.0,29.0,29.0,0.95,https://www.ikea.com/nl/en/p/00407556/
00408773,"AXSTADDrawer front, matt white,60x10 cm",69.0,20.0,3.0,2.07,https://www.ikea.com/nl/en/p/00408773/
00408787,"AXSTADGlass door, matt white,30x100 cm",109.0,30.0,3.0,4.19,https://www.ikea.com/nl/en/p/00408787/
00408768,"AXSTAD2-p door f corner base cabinet set, matt white,26x80 cm",89.0,26.0,5.0,6.19,https://www.ikea.com/nl/en/p/00408768/
00408792,"AXSTADGlass door, matt white,40x60 cm",69.0,40.0,3.0,3.27,https://www.ikea.com/nl/en/p/00408792/
00409739,"SMYCKAArtificial flower, cherry-blossoms/pink,130 cm",130.0,20.0,20.0,0.17,https://www.ikea.com/nl/en/p/00409739/
00410200,"FOTINGENShower tray,90x90 cm",106.0,97.0,10.0,33.7,https://www.ikea.com/nl/en/p/00410200/
00412015,"KOPPLA6-way socket with switch, white,1.5 m",36.0,12.0,8.0,0.89,https://www.ikea.com/nl/en/p/00412015/
00417452,"DRÖMBILDMug, clear glass,25 cl",11.0,9.0,8.0,0.25,https://www.ikea.com/nl/en/p/00417452/
00415052,"HAUGACabinet with 2 doors, white,70x116 cm",89.0,47.0,11.0,31.9,https://www.ikea.com/nl/en/p/00415052/
00418376,"LIDKULLENActive sit/stand support, Gunnared beige",46.0,45.0,25.0,10.13,https://www.ikea.com/nl/en/p/00418376/
00421029,"SANSEVIERIA TRIFASCIATAPotted plant, Mother-in-law's tongue,14 cm",46.0,24.0,24.0,1.05,https://www.ikea.com/nl/en/p/00421029/
00414830,"ÅHEIMDoor, mirror glass,25x229 cm",240.0,27.0,3.0,7.8,https://www.ikea.com/nl/en/p/00414830/
00421185,"MEHAMN4 panels for sliding door frame, white stained oak effect/white,100x201 cm",108.0,49.0,2.0,7.0,https://www.ikea.com/nl/en/p/00421185/
00422321,"IKEA 365+Mandoline, black",29.0,12.0,5.0,0.28,https://www.ikea.com/nl/en/p/00422321/
00422854,"MJÖSAPedal bin, dark grey,30 l",71.0,35.0,35.0,3.42,https://www.ikea.com/nl/en/p/00422854/
00424787,"NYMÅNECeiling spotlight with 1 spot, white",15.0,9.0,9.0,0.42,https://www.ikea.com/nl/en/p/00424787/
00426282,"BERGSHULTShelf, brown-black,80x30 cm",86.0,31.0,3.0,4.1,https://www.ikea.com/nl/en/p/00426282/
00426814,"STOENSERug, low pile, dark grey,170x240 cm",172.0,20.0,20.0,10.4,https://www.ikea.com/nl/en/p/00426814/
00426343,"VANILJSTÅNGPlant stand, pine/black,55 cm",49.0,27.0,15.0,2.7,https://www.ikea.com/nl/en/p/00426343/
00426828,"STOENSERug, low pile, medium grey,170x240 cm",172.0,20.0,20.0,10.13,https://www.ikea.com/nl/en/p/00426828/
00428549,"SKUBBBox, set of 6, white",56.0,14.0,5.0,0.52,https://www.ikea.com/nl/en/p/00428549/
00428827,"DRÖNJÖNSDesk organiser, white,25x20 cm",25.0,21.0,20.0,1.14,https://www.ikea.com/nl/en/p/00428827/
00428993,"NYMÅNEWall lamp double, wired-in, white",31.0,11.0,8.0,0.9,https://www.ikea.com/nl/en/p/00428993/
00423028,"VISBÄCKPoster hanger, bamboo,40 cm",40.0,3.0,3.0,0.26,https://www.ikea.com/nl/en/p/00423028/
00424443,"VÅRVIALFitted sheet, beige,160x200 cm",28.0,15.0,10.0,0.77,https://www.ikea.com/nl/en/p/00424443/
00433720,"KORNSNÖLED night light, white/rabbit battery-operated",9.0,8.0,7.0,0.11,https://www.ikea.com/nl/en/p/00433720/
00434277,"MÖJLIGHETHeadset/tablet stand, black",28.0,15.0,8.0,0.28,https://www.ikea.com/nl/en/p/00434277/
00433942,"FEJKAArtificial potted plant, in/outdoor grass,9 cm",21.0,15.0,15.0,0.19,https://www.ikea.com/nl/en/p/00433942/
00434098,"SMÅSTADDrawer front, white,60x15 cm",61.0,15.0,2.0,0.95,https://www.ikea.com/nl/en/p/00434098/
00430745,"NORDKISABedside table, bamboo,60x40 cm",74.0,43.0,12.0,11.62,https://www.ikea.com/nl/en/p/00430745/
00433961,"ELVARLIDrawer, white,40x36 cm",68.0,37.0,7.0,7.5,https://www.ikea.com/nl/en/p/00433961/
00430533,"GRANHULTJointing bracket, nickel-plated,20x12 cm",22.0,13.0,6.0,0.24,https://www.ikea.com/nl/en/p/00430533/
00435385,"LOMMARPTV bench, dark blue-green,159x45x81 cm",163.0,51.0,11.0,67.7,https://www.ikea.com/nl/en/p/00435385/
00436790,"FÖRDUBBLA2-piece knife set, grey",32.0,12.0,2.0,0.14,https://www.ikea.com/nl/en/p/00436790/
00437676,"SIMRISHAMNTable lamp, chrome-plated/opal white glass,42 cm",33.0,26.0,22.0,2.28,https://www.ikea.com/nl/en/p/00437676/
00437167,"VRENAWorktop, oak/veneer,186x2.8 cm",193.0,65.0,4.0,21.87,https://www.ikea.com/nl/en/p/00437167/
00438360,"VINLIDENCover for 2-seat sofa, Hakebo dark grey",75.0,56.0,8.0,4.5,https://www.ikea.com/nl/en/p/00438360/
00438398,"SÖRVALLENFootstool with storage, Lejde grey/black",108.0,86.0,39.0,35.2,https://www.ikea.com/nl/en/p/00438398/
00438553,"MURENRecliner, Remmarn light grey",83.0,71.0,54.0,41.75,https://www.ikea.com/nl/en/p/00438553/
